transaction_id,items,date
2597,"potato, banana, cereal, sugar",2024-08-14
2598,"yogurt, oil, butter, chicken",2024-08-27
2599,"sugar, banana, orange, yogurt, beef, oil",2025-02-12
2600,"beef, rice, banana",2025-02-07
2601,"cheese, potato, beef, eggs, pasta",2025-07-04
2602,"cheese, tomato, yogurt, orange",2024-12-02
2603,"beef, cheese, milk, salt, butter",2025-11-30
2604,"pasta, banana, rice, orange, yogurt, butter",2025-07-31
2605,"sugar, eggs, cereal, beef, bread",2025-06-06
2606,"yogurt, apple, potato",2025-10-19
2607,"tomato, sugar, eggs, salt, potato",2024-10-26
2608,"milk, yogurt, eggs",2024-07-24
2609,"rice, onion, banana, salt, butter",2025-10-18
2610,"rice, potato, bread, salt, eggs",2024-11-12
2611,"eggs, salt, onion",2024-10-02
2612,"eggs, pasta, beef, apple, orange",2025-03-03
2613,"beef, orange",2025-09-20
2614,"banana, onion, cheese",2024-02-26
2615,"yogurt, rice, sugar, butter, pasta",2025-03-22
2616,"chicken, pasta, oil, salt, butter, sugar",2025-06-13
2617,"cereal, yogurt, butter, beef",2024-02-10
2618,"beef, onion",2025-01-20
2619,"cereal, oil, eggs",2025-03-08
2620,"banana, butter, cheese",2025-07-05
2621,"butter, banana, rice",2025-03-29
2622,"apple, butter, pasta, cheese, tomato",2025-02-13
2623,"chicken, milk, eggs, pasta, rice, oil",2024-12-26
2624,"yogurt, eggs",2025-06-22
2625,"yogurt, eggs",2025-10-06
2626,"sugar, orange, salt, butter, potato, beef",2025-08-20
2627,"apple, banana, eggs, butter, cereal",2024-12-14
2628,"milk, rice, cheese, chicken",2025-06-05
2629,"yogurt, apple, eggs, cheese",2024-02-12
2630,"sugar, apple, bread, oil",2024-04-14
2631,"tomato, rice, butter, cereal",2024-01-15
2632,"butter, tomato, chicken, salt",2025-12-23
2633,"onion, banana, milk, rice",2025-12-21
2634,"butter, pasta, orange, rice",2025-04-09
2635,"rice, onion, butter, pasta, sugar, chicken",2024-04-30
2636,"yogurt, salt, bread, orange, butter, milk",2025-10-25
2637,"eggs, bread, yogurt, beef",2024-11-28
2638,"banana, orange, cereal, tomato, pasta",2024-11-19
2639,"oil, milk, potato, cheese, beef",2024-05-24
2640,"onion, banana",2024-02-21
2641,"rice, pasta, apple, potato, tomato",2024-07-19
2642,"bread, salt",2024-04-19
2643,"bread, cheese",2025-08-16
2644,"cheese, yogurt, banana, orange",2024-12-20
2645,"rice, butter, chicken, potato",2024-09-27
2646,"chicken, rice, eggs, onion",2024-10-30
2647,"chicken, butter, pasta, banana",2024-01-23
2648,"cheese, chicken, rice, salt",2024-05-21
2649,"onion, apple, tomato, rice, sugar, oil",2024-05-25
2650,"yogurt, cereal, cheese, beef, sugar, butter",2024-09-25
2651,"bread, cheese, orange, eggs, oil",2025-04-08
2652,"eggs, apple, salt, tomato",2025-05-28
2653,"beef, yogurt, bread",2024-08-17
2654,"tomato, oil, pasta, banana, cereal, bread",2024-04-15
2655,"rice, cheese, butter, yogurt, onion, eggs",2025-04-11
2656,"onion, beef, banana, butter",2024-12-24
2657,"beef, chicken, milk, sugar",2024-03-25
2658,"banana, eggs, salt, milk, potato",2025-02-16
2659,"butter, rice, cheese",2024-11-10
2660,"cereal, oil, apple, onion, cheese",2024-11-21
2661,"yogurt, onion",2024-10-07
2662,"salt, chicken, sugar, onion, orange, milk",2024-10-29
2663,"apple, cereal",2025-09-13
2664,"salt, orange, pasta, butter, banana",2025-12-23
2665,"cheese, cereal, pasta",2025-01-05
2666,"rice, oil, pasta, yogurt",2025-03-09
2667,"potato, milk, banana, eggs, butter, tomato",2025-05-15
2668,"rice, eggs, potato",2024-06-27
2669,"sugar, pasta",2025-09-29
2670,"yogurt, tomato, sugar, butter",2025-04-01
2671,"sugar, pasta",2024-04-24
2672,"butter, salt, bread, cereal, pasta",2024-08-28
2673,"milk, eggs, sugar, cereal, rice",2025-10-29
2674,"orange, milk",2025-02-04
2675,"cereal, banana, onion, beef",2025-09-12
2676,"sugar, oil, onion, banana, cereal",2025-09-03
2677,"apple, sugar, chicken, pasta, salt",2024-05-08
2678,"salt, cheese, pasta, rice, bread, sugar",2025-08-18
2679,"pasta, tomato, eggs, orange",2025-12-04
2680,"bread, chicken, potato",2024-08-07
2681,"sugar, cheese, banana, yogurt, apple",2025-04-17
2682,"eggs, bread, rice, butter, potato, chicken",2024-09-05
2683,"bread, banana, orange",2024-05-06
2684,"beef, pasta, onion, cheese, banana",2024-05-16
2685,"orange, cheese, chicken, milk, banana",2025-03-05
2686,"salt, chicken, potato, orange, oil, yogurt",2025-08-10
2687,"onion, eggs, oil, yogurt",2024-03-04
2688,"beef, milk, orange, butter",2025-03-01
2689,"milk, yogurt, cereal, orange, tomato, beef",2025-04-01
2690,"salt, cheese, onion, yogurt",2024-10-04
2691,"butter, oil, apple, onion, salt, cheese",2025-05-21
2692,"cereal, butter, bread, sugar, potato",2025-04-16
2693,"sugar, rice, apple, potato, oil",2024-07-30
2694,"yogurt, chicken, butter, oil, rice, onion",2025-03-20
2695,"oil, banana, tomato, onion, rice, cheese",2024-11-22
2696,"butter, bread, apple, milk, sugar",2024-04-07
2697,"potato, chicken",2025-03-16
2698,"salt, cheese, eggs, potato, onion",2025-04-01
2699,"sugar, onion",2025-04-07
2700,"sugar, eggs, rice",2025-08-16
2701,"pasta, potato, sugar, yogurt, cheese, bread",2024-09-04
2702,"tomato, beef, onion",2024-04-24
2703,"sugar, milk, banana",2025-03-11
2704,"apple, oil, banana, rice, salt",2024-01-20
2705,"onion, potato, pasta, milk",2024-12-30
2706,"tomato, potato, beef",2025-11-07
2707,"orange, beef",2024-03-24
2708,"potato, chicken, cheese, rice",2024-08-05
2709,"salt, chicken, sugar, onion, milk",2025-06-24
2710,"eggs, orange, salt, cheese",2025-10-22
2711,"onion, milk, cereal, yogurt, pasta, oil",2024-07-16
2712,"pasta, oil",2024-11-05
2713,"apple, eggs, orange",2025-05-08
2714,"beef, apple, eggs, chicken",2024-08-18
2715,"milk, eggs, rice, beef",2025-06-13
2716,"cereal, salt, eggs, apple, cheese, bread",2024-12-18
2717,"rice, potato, butter, eggs, orange",2024-10-22
2718,"oil, salt, chicken, cheese, potato, onion",2024-02-01
2719,"potato, bread",2025-03-25
2720,"yogurt, butter, milk",2025-06-22
2721,"salt, potato",2025-11-16
2722,"milk, sugar",2024-06-06
2723,"chicken, butter",2025-09-18
2724,"cereal, butter, beef, apple, chicken",2024-03-30
2725,"potato, oil, cheese, cereal",2024-07-20
2726,"cheese, yogurt, beef",2024-01-30
2727,"eggs, potato, banana, onion, oil, tomato",2024-11-20
2728,"potato, banana, chicken, tomato, pasta",2024-07-05
2729,"tomato, oil, cheese, orange, eggs",2024-08-04
2730,"pasta, cereal, yogurt, oil, rice, cheese",2024-07-06
2731,"oil, salt, onion, tomato, eggs, apple",2025-01-22
2732,"eggs, apple",2025-12-04
2733,"sugar, butter, oil, pasta, yogurt, beef",2025-05-06
2734,"salt, eggs, oil, rice, onion, sugar",2024-10-05
2735,"tomato, rice, beef, chicken, cereal, orange",2024-09-30
2736,"rice, orange, cereal",2025-09-15
2737,"pasta, cereal, banana",2024-06-05
2738,"eggs, butter, potato, oil, salt",2024-12-25
2739,"eggs, yogurt",2025-12-30
2740,"banana, chicken, beef, rice, bread",2025-08-09
2741,"bread, sugar, cereal",2024-06-02
2742,"butter, rice, apple, salt, milk",2024-10-23
2743,"onion, yogurt, sugar, milk, orange, pasta",2025-11-08
2744,"potato, tomato, cereal, beef, cheese, chicken",2025-03-07
2745,"bread, sugar, rice, butter",2024-02-10
2746,"yogurt, chicken",2025-10-01
2747,"yogurt, milk, beef, cereal, orange",2024-11-21
2748,"yogurt, apple, orange, oil, sugar, beef",2025-04-07
2749,"cereal, beef, butter, onion",2025-10-17
2750,"tomato, potato, beef, yogurt, onion",2025-01-25
2751,"salt, cereal",2024-12-07
2752,"tomato, cheese",2024-12-19
2753,"apple, oil, sugar",2025-10-29
2754,"pasta, potato, beef, rice",2024-07-15
2755,"cereal, potato, oil, banana, eggs, bread",2024-07-03
2756,"onion, cereal, banana, tomato",2025-03-22
2757,"pasta, rice",2025-12-10
2758,"sugar, cheese, bread, butter, orange, apple",2025-08-29
2759,"orange, onion, oil",2024-10-26
2760,"orange, salt, cereal",2024-12-01
2761,"beef, orange",2025-12-20
2762,"potato, salt, bread, pasta, cheese",2024-01-10
2763,"beef, cereal, banana",2024-11-25
2764,"onion, bread, orange, salt",2024-07-02
2765,"potato, butter, apple, pasta, banana",2024-08-31
2766,"onion, milk, yogurt, cereal",2025-01-31
2767,"tomato, orange, pasta, sugar",2024-09-25
2768,"sugar, eggs, cheese, salt",2024-09-09
2769,"apple, orange, sugar",2025-10-01
2770,"cereal, tomato, sugar, onion, potato, milk",2025-05-01
2771,"yogurt, oil, cheese, apple, milk, orange",2024-10-04
2772,"sugar, yogurt, orange, beef",2025-06-30
2773,"chicken, pasta, salt, orange",2024-06-23
2774,"chicken, banana, pasta, salt",2025-07-15
2775,"cheese, onion, rice, sugar",2024-05-19
2776,"salt, pasta",2024-06-04
2777,"eggs, apple, beef, orange",2025-01-15
2778,"banana, yogurt, potato, cheese, apple, orange",2024-07-31
2779,"beef, orange, onion, salt, pasta",2025-02-17
2780,"tomato, oil, cheese, milk, yogurt",2025-10-16
2781,"bread, beef, salt, potato",2025-02-16
2782,"beef, potato, banana, cheese, tomato",2024-02-25
2783,"chicken, yogurt",2024-12-06
2784,"bread, cheese, sugar, banana, salt",2025-04-04
2785,"salt, cereal, sugar, yogurt, chicken",2025-07-26
2786,"yogurt, apple",2024-02-02
2787,"butter, eggs",2024-09-18
2788,"beef, pasta, cheese, oil",2024-10-21
2789,"rice, butter, banana",2024-06-30
2790,"salt, onion, beef, butter, pasta",2025-04-20
2791,"apple, oil, orange, rice",2024-12-14
2792,"orange, potato, cheese, bread, milk, oil",2024-05-08
2793,"milk, butter, bread, tomato, banana",2024-05-16
2794,"bread, onion, butter, sugar, eggs",2024-06-15
2795,"cereal, apple, cheese",2024-11-29
2796,"milk, banana, chicken",2025-01-01
2797,"bread, sugar, beef, onion",2025-11-05
2798,"beef, cereal, sugar, bread",2024-04-16
2799,"banana, yogurt, onion, oil, beef",2025-01-01
2800,"banana, rice, butter, oil, milk, yogurt",2024-12-03
2801,"oil, yogurt, salt, bread, cereal, apple",2025-07-22
2802,"cheese, milk, cereal, eggs",2025-09-27
2803,"potato, orange, chicken, beef, tomato, oil",2024-11-18
2804,"apple, sugar, eggs, banana",2024-07-26
2805,"cheese, salt",2024-06-24
2806,"eggs, cereal, milk, apple, beef",2024-09-19
2807,"yogurt, potato, oil, orange, bread, onion",2024-04-22
2808,"oil, orange, potato, cereal, apple, beef",2025-10-19
2809,"pasta, eggs, banana, oil, bread",2025-07-19
2810,"onion, salt",2024-04-14
2811,"pasta, sugar, milk, eggs, banana, cheese",2024-01-02
2812,"oil, eggs, salt",2024-02-15
2813,"banana, potato, milk",2025-06-25
2814,"oil, yogurt, apple, chicken, salt",2025-09-25
2815,"cereal, potato",2024-01-31
2816,"apple, potato, sugar, chicken, butter, beef",2024-05-13
2817,"salt, milk, chicken, oil",2025-05-06
2818,"onion, sugar, chicken, pasta, banana",2025-12-13
2819,"rice, pasta, butter, yogurt, oil",2025-06-04
2820,"cheese, sugar",2025-04-27
2821,"cheese, bread, banana, butter, eggs",2024-08-03
2822,"pasta, bread, cereal, milk, banana, sugar",2025-08-24
2823,"salt, eggs, milk, cheese, oil, tomato",2024-11-19
2824,"pasta, sugar, cheese, rice, yogurt, chicken",2024-01-19
2825,"orange, bread, sugar, yogurt, salt",2025-10-03
2826,"cereal, tomato, rice, chicken",2024-10-18
2827,"cereal, onion, tomato, oil, cheese, potato",2025-02-06
2828,"eggs, yogurt, pasta, butter, chicken, cheese",2024-12-22
2829,"milk, beef, rice, onion, sugar",2025-04-08
2830,"yogurt, potato",2025-05-04
2831,"potato, eggs, beef, apple, onion, orange",2024-02-13
2832,"eggs, yogurt",2025-09-02
2833,"tomato, bread, beef, salt, orange, onion",2025-02-27
2834,"rice, cereal, cheese",2025-06-16
2835,"potato, cereal, yogurt, chicken, orange, eggs",2025-02-19
2836,"chicken, cheese",2025-05-27
2837,"banana, apple, oil, butter, milk, eggs",2024-05-07
2838,"yogurt, potato, pasta, oil",2024-02-27
2839,"butter, chicken, orange, apple, cereal",2025-07-09
2840,"orange, eggs",2025-09-02
2841,"apple, onion, banana",2025-09-17
2842,"pasta, yogurt, onion",2025-01-15
2843,"milk, butter, sugar, salt, yogurt, apple",2025-08-23
2844,"cheese, orange, oil, beef",2024-08-12
2845,"chicken, rice, butter, bread, potato, pasta",2025-02-10
2846,"milk, chicken, cereal, apple, bread, salt",2025-09-18
2847,"oil, sugar, rice",2025-02-07
2848,"chicken, milk, butter",2025-06-14
2849,"cereal, butter, pasta",2025-07-06
2850,"chicken, yogurt, rice",2024-03-03
2851,"butter, yogurt, eggs, cheese, bread, onion",2025-04-05
2852,"onion, beef, butter",2025-12-04
2853,"chicken, cheese, salt, milk, banana",2025-03-09
2854,"sugar, cheese",2025-08-02
2855,"cheese, oil, salt, bread, onion, yogurt",2024-09-21
2856,"cereal, apple, pasta, bread, beef",2024-05-09
2857,"apple, beef, rice, banana, sugar",2024-02-27
2858,"banana, pasta, bread",2024-01-15
2859,"oil, tomato, bread, orange, milk, salt",2025-03-17
2860,"potato, yogurt, cheese, salt, apple",2025-10-25
2861,"milk, oil, eggs, chicken, yogurt, sugar",2024-12-23
2862,"pasta, sugar, butter, banana, tomato, eggs",2025-05-05
2863,"potato, rice, beef",2024-05-20
2864,"sugar, oil, bread, eggs, milk",2024-06-05
2865,"butter, beef, potato, salt",2025-04-06
2866,"sugar, potato, tomato, yogurt, butter, cereal",2025-04-13
2867,"sugar, cheese",2025-02-28
2868,"butter, milk, salt, oil, beef, bread",2024-12-14
2869,"beef, rice",2024-11-03
2870,"tomato, onion, potato",2025-01-11
2871,"cheese, orange, eggs",2025-11-17
2872,"beef, apple, milk, banana, rice, potato",2025-02-18
2873,"beef, butter, chicken, pasta, tomato",2025-05-24
2874,"chicken, potato, cheese, oil",2024-06-16
2875,"butter, onion",2024-02-29
2876,"cheese, apple, onion",2024-05-24
2877,"salt, sugar, butter, chicken, potato",2025-04-15
2878,"salt, chicken, eggs, oil, butter, banana",2024-05-11
2879,"potato, tomato, cheese, onion, sugar",2024-05-10
2880,"beef, milk, chicken",2025-05-20
2881,"chicken, bread",2025-07-08
2882,"onion, chicken, eggs",2025-07-15
2883,"milk, orange",2025-06-07
2884,"oil, sugar, bread, salt",2025-10-26
2885,"bread, banana",2024-09-09
2886,"tomato, eggs, sugar",2024-07-08
2887,"butter, yogurt, orange",2024-02-28
2888,"sugar, cheese, yogurt, apple, tomato, milk",2024-07-08
2889,"apple, yogurt, rice",2024-05-29
2890,"eggs, pasta, tomato, beef, apple",2024-06-05
2891,"potato, oil",2025-03-03
2892,"orange, eggs",2025-11-11
2893,"yogurt, butter, orange, eggs, oil",2024-01-18
2894,"butter, pasta, apple, rice, onion, milk",2024-04-07
2895,"banana, onion, beef, salt, cereal",2025-08-09
2896,"oil, yogurt, sugar, tomato, salt",2025-11-27
2897,"beef, potato, cheese, oil, salt, pasta",2024-09-01
2898,"sugar, cereal, cheese",2024-11-14
2899,"tomato, potato",2024-08-11
2900,"beef, banana, bread",2025-12-20
2901,"eggs, cereal",2025-04-06
2902,"bread, salt",2025-03-21
2903,"onion, butter, potato",2024-09-05
2904,"pasta, butter",2024-03-11
2905,"yogurt, cheese",2024-12-18
2906,"chicken, cereal",2024-07-13
2907,"eggs, bread, beef",2024-08-31
2908,"cheese, yogurt, orange, chicken, banana, eggs",2025-03-02
2909,"chicken, cheese, onion, bread, pasta",2025-12-15
2910,"oil, rice",2024-08-07
2911,"cereal, beef, onion, chicken, eggs, tomato",2024-05-11
2912,"milk, potato, rice, cheese, onion, banana",2025-07-18
2913,"oil, sugar, onion, chicken, banana",2024-04-13
2914,"onion, yogurt, salt",2024-11-30
2915,"sugar, milk, salt",2025-12-27
2916,"salt, milk, cheese",2025-08-03
2917,"tomato, cheese, bread, potato, yogurt, sugar",2024-01-24
2918,"pasta, cheese, potato, salt, tomato, onion",2024-11-23
2919,"cheese, eggs",2025-09-04
2920,"eggs, yogurt, tomato, rice, cereal",2025-06-14
2921,"rice, oil, cereal",2025-03-22
2922,"apple, butter, oil, bread, salt",2024-04-01
2923,"milk, oil",2025-09-12
2924,"orange, banana, yogurt",2025-05-13
2925,"cereal, cheese, milk, salt",2024-05-11
2926,"eggs, butter",2024-03-08
2927,"bread, banana, sugar, milk",2025-03-01
2928,"banana, tomato, sugar, butter, salt",2025-06-20
2929,"cheese, rice, sugar, bread, yogurt, pasta",2025-09-12
2930,"orange, butter, tomato",2025-07-08
2931,"milk, apple",2024-07-26
2932,"oil, sugar, cheese, pasta",2025-09-02
2933,"yogurt, pasta, salt, banana, rice",2025-07-17
2934,"orange, rice, onion",2024-04-01
2935,"bread, cheese, milk, chicken, apple",2024-01-17
2936,"sugar, onion, orange, cheese, bread",2025-05-03
2937,"tomato, orange, onion, milk, eggs",2025-07-11
2938,"salt, potato, oil, sugar, bread, onion",2024-08-24
2939,"milk, pasta, butter, apple",2024-04-01
2940,"bread, tomato, cereal",2025-10-02
2941,"cheese, chicken, beef",2024-01-07
2942,"banana, rice",2024-05-07
2943,"cheese, oil, pasta, salt, bread",2024-12-01
2944,"oil, eggs, sugar, apple, milk",2024-06-15
2945,"sugar, rice, oil",2025-10-10
2946,"sugar, rice, cereal",2024-01-08
2947,"rice, bread, salt, eggs, chicken",2025-10-08
2948,"eggs, banana",2025-08-30
2949,"apple, orange",2024-08-27
2950,"beef, pasta, orange, potato",2024-12-08
2951,"tomato, milk, potato, rice",2024-08-15
2952,"chicken, yogurt",2025-03-17
2953,"rice, chicken, tomato, yogurt",2024-03-14
2954,"tomato, pasta, eggs, salt, sugar, orange",2024-05-27
2955,"butter, onion, eggs, banana, beef, sugar",2025-11-08
2956,"banana, beef, milk, yogurt, onion, sugar",2024-12-15
2957,"salt, yogurt",2024-10-03
2958,"oil, onion",2025-04-15
2959,"banana, apple",2025-04-01
2960,"rice, beef, milk, cheese, orange",2025-12-22
2961,"bread, potato",2025-02-27
2962,"banana, onion, orange, eggs, rice",2025-06-05
2963,"apple, rice",2025-12-21
2964,"salt, milk, beef, potato",2024-03-29
2965,"salt, banana, bread, cheese, milk, yogurt",2025-06-02
2966,"pasta, yogurt, salt, bread, oil, apple",2024-01-28
2967,"rice, bread, orange, pasta, yogurt",2024-09-15
2968,"banana, onion, oil, chicken, beef",2024-06-11
2969,"cheese, rice, orange",2025-12-19
2970,"cheese, sugar, beef, potato, rice, butter",2025-06-25
2971,"orange, bread, yogurt, salt",2024-02-04
2972,"banana, tomato, rice",2025-11-11
2973,"bread, milk, rice, chicken, yogurt",2024-05-09
2974,"rice, pasta, cheese, sugar, cereal, yogurt",2025-05-03
2975,"yogurt, cereal, onion, cheese, chicken",2024-03-03
2976,"beef, banana, apple, salt, onion, yogurt",2024-07-30
2977,"cheese, cereal, pasta, eggs, banana, rice",2025-05-05
2978,"onion, eggs, butter, sugar",2025-02-19
2979,"banana, onion, tomato, milk, sugar",2024-10-09
2980,"cereal, potato",2024-11-07
2981,"apple, chicken, sugar",2025-05-11
2982,"orange, bread, chicken, potato",2025-10-10
2983,"salt, beef, yogurt, tomato, cheese",2025-04-02
2984,"oil, tomato, cereal, banana, rice",2024-09-14
2985,"pasta, sugar, apple, beef",2025-01-20
2986,"cheese, onion, banana",2024-02-29
2987,"cheese, onion",2024-03-31
2988,"yogurt, milk, cheese, pasta, sugar",2025-05-28
2989,"yogurt, milk, oil, tomato, cereal, pasta",2024-08-30
2990,"tomato, rice, cheese",2024-03-31
2991,"rice, chicken, oil, tomato, onion, banana",2024-10-21
2992,"yogurt, beef, bread, milk, sugar, eggs",2025-08-02
2993,"pasta, yogurt, butter, milk, beef",2025-05-29
2994,"eggs, cereal",2025-09-11
2995,"banana, cereal, milk, salt, butter",2025-08-05
2996,"pasta, oil, milk, tomato",2024-11-19
2997,"pasta, salt, milk, yogurt, bread, tomato",2025-09-13
2998,"sugar, milk, pasta, salt, rice",2025-03-11
2999,"salt, tomato, eggs",2025-08-31
3000,"oil, yogurt",2024-08-26
3001,"milk, sugar",2024-06-16
3002,"banana, onion, potato, chicken, sugar, beef",2025-03-31
3003,"apple, pasta",2024-04-17
3004,"milk, onion",2024-10-07
3005,"bread, cheese, sugar, milk, tomato",2024-04-13
3006,"eggs, potato, chicken, onion",2025-12-05
3007,"banana, beef, tomato, apple, eggs",2025-10-06
3008,"cheese, rice, potato, oil, apple",2024-11-16
3009,"pasta, milk, bread, butter, eggs, chicken",2025-04-10
3010,"tomato, banana",2024-05-13
3011,"beef, sugar, potato, bread, chicken, banana",2024-07-29
3012,"sugar, apple, milk, bread, eggs",2025-02-13
3013,"onion, beef",2024-12-23
3014,"yogurt, butter, beef, rice, cheese",2024-10-01
3015,"orange, sugar, cereal, salt",2025-06-19
3016,"eggs, banana, onion, tomato, milk",2025-10-12
3017,"chicken, beef, pasta, yogurt",2024-03-22
3018,"cereal, pasta, orange",2025-09-16
3019,"sugar, tomato, bread, butter, pasta",2025-12-16
3020,"cereal, salt, yogurt, pasta",2024-01-12
3021,"orange, cheese, bread, banana",2025-07-12
3022,"butter, tomato, oil",2025-08-26
3023,"pasta, cereal",2025-08-23
3024,"butter, oil, cereal, rice",2025-07-25
3025,"salt, butter, apple, oil, yogurt, tomato",2025-02-04
3026,"pasta, bread, salt, beef",2025-09-06
3027,"banana, beef, eggs, onion, sugar",2024-02-13
3028,"rice, bread, potato, cereal",2025-11-09
3029,"butter, eggs",2025-06-01
3030,"oil, banana",2024-10-26
3031,"oil, cheese",2025-04-29
3032,"milk, butter, cheese",2024-08-11
3033,"pasta, bread, cereal",2025-11-20
3034,"bread, banana, milk, orange, beef, oil",2024-07-06
3035,"chicken, sugar, salt",2025-07-31
3036,"potato, yogurt, tomato",2024-02-16
3037,"onion, rice",2025-01-31
3038,"tomato, cereal",2025-06-03
3039,"beef, potato, salt, rice, banana",2024-01-30
3040,"tomato, butter, pasta, onion, sugar, chicken",2025-03-13
3041,"eggs, oil, potato, orange, cheese, yogurt",2024-12-04
3042,"butter, pasta, eggs, apple",2025-09-02
3043,"salt, beef, potato",2024-08-29
3044,"milk, onion, butter, pasta, salt",2025-11-17
3045,"bread, onion, tomato, orange, potato",2025-07-17
3046,"yogurt, beef",2024-06-20
3047,"potato, pasta",2024-06-24
3048,"pasta, tomato",2025-09-14
3049,"potato, pasta",2024-05-06
3050,"sugar, cereal, rice",2024-08-28
3051,"bread, chicken",2024-07-07
3052,"cheese, beef, milk, sugar",2024-06-15
3053,"bread, chicken, milk, cheese",2024-04-13
3054,"orange, eggs, beef",2025-12-05
3055,"milk, pasta, butter, potato",2025-01-02
3056,"sugar, yogurt, cheese, potato, orange",2024-05-13
3057,"cereal, tomato, cheese, potato, butter",2024-12-29
3058,"banana, potato",2024-06-20
3059,"sugar, banana, pasta, orange",2024-02-03
3060,"cheese, yogurt, oil, eggs, banana",2024-09-28
3061,"beef, banana, onion, butter, rice",2025-02-09
3062,"oil, sugar",2024-07-19
3063,"onion, eggs, oil",2025-03-30
3064,"tomato, pasta, cheese, potato",2025-04-12
3065,"tomato, oil, onion, pasta",2025-02-07
3066,"oil, milk, beef, onion, orange, cheese",2024-04-12
3067,"tomato, salt, cereal, chicken, beef, banana",2024-09-22
3068,"onion, pasta, orange, cheese, potato, tomato",2025-08-03
3069,"rice, cereal, oil, onion, pasta, eggs",2025-07-31
3070,"cereal, bread, pasta, banana",2025-02-13
3071,"oil, rice, tomato, onion, pasta, beef",2024-01-03
3072,"cheese, beef, oil, apple, butter",2024-12-26
3073,"chicken, beef, salt, bread, cheese",2025-01-03
3074,"eggs, potato, beef, bread, onion",2025-04-28
3075,"chicken, cheese, tomato",2025-07-19
3076,"oil, onion, butter, milk, eggs",2025-05-11
3077,"milk, pasta, tomato, oil",2025-07-20
3078,"milk, potato, onion, yogurt",2025-07-05
3079,"yogurt, milk",2024-02-23
3080,"cereal, salt, milk, yogurt",2024-04-13
3081,"sugar, onion, eggs",2025-06-25
3082,"sugar, oil, butter, salt, bread",2024-02-05
3083,"sugar, cheese, oil, milk, banana",2025-05-13
3084,"bread, onion, cheese, potato",2024-09-25
3085,"oil, cheese, chicken, cereal",2025-10-09
3086,"rice, orange, bread, oil, yogurt",2024-12-23
3087,"potato, milk, salt, eggs",2024-01-24
3088,"eggs, butter, milk",2025-10-16
3089,"bread, milk, sugar, orange, oil, cheese",2025-06-12
3090,"eggs, salt, orange",2024-12-19
3091,"chicken, eggs, sugar, yogurt",2024-11-06
3092,"apple, beef",2024-12-06
3093,"onion, orange, pasta",2024-02-29
3094,"cereal, bread, eggs",2025-10-29
3095,"sugar, oil",2024-12-25
3096,"chicken, sugar, oil, yogurt",2025-10-04
3097,"apple, sugar, onion, banana, potato, yogurt",2025-11-25
3098,"rice, eggs, oil",2024-09-28
3099,"apple, bread",2024-02-01
3100,"oil, salt, bread, rice",2025-07-28
3101,"sugar, tomato, rice, apple",2024-06-10
3102,"onion, chicken, cereal",2024-10-16
3103,"onion, beef, cereal, pasta, orange",2025-08-10
3104,"potato, milk, pasta, rice, onion, banana",2025-10-23
3105,"tomato, orange, apple, butter, salt, potato",2025-04-02
3106,"yogurt, onion, orange, banana, salt",2025-06-23
3107,"eggs, banana",2024-10-25
3108,"chicken, eggs, potato, salt",2025-12-06
3109,"salt, cereal, banana",2025-05-30
3110,"bread, onion, sugar, butter",2024-04-10
3111,"beef, bread, cheese",2025-12-02
3112,"beef, milk, cereal, pasta",2024-10-20
3113,"yogurt, eggs, cereal, chicken",2024-02-01
3114,"cereal, apple, milk",2025-06-11
3115,"oil, beef, potato, tomato, rice",2025-02-02
3116,"banana, milk, oil, orange, butter",2024-04-25
3117,"potato, cheese, beef",2024-04-06
3118,"onion, tomato, pasta, potato",2024-04-01
3119,"yogurt, salt",2024-01-19
3120,"oil, milk, salt, banana, potato, apple",2025-01-17
3121,"yogurt, eggs, apple, butter, milk",2025-10-28
3122,"orange, tomato",2025-05-08
3123,"tomato, beef, yogurt, cereal, milk, cheese",2024-02-13
3124,"milk, pasta, apple, banana, potato, cheese",2024-08-09
3125,"yogurt, onion, eggs, potato, pasta, milk",2024-12-18
3126,"banana, pasta, beef, milk, cereal",2025-03-23
3127,"pasta, sugar",2025-11-16
3128,"banana, pasta, rice, oil, eggs, bread",2025-07-07
3129,"chicken, cheese",2025-10-16
3130,"bread, onion",2024-12-03
3131,"onion, eggs",2024-09-21
3132,"onion, potato, milk, orange",2025-11-08
3133,"rice, cheese, beef, sugar",2024-03-30
3134,"onion, cereal, apple, sugar, chicken",2025-01-17
3135,"banana, salt, orange, milk",2025-06-19
3136,"salt, sugar, pasta, yogurt, milk",2025-09-22
3137,"chicken, cheese",2025-08-10
3138,"onion, rice, milk, chicken, eggs, salt",2024-04-04
3139,"chicken, cereal, banana",2024-06-15
3140,"sugar, potato, butter, milk",2025-12-14
3141,"butter, sugar, onion, cereal, cheese",2024-09-19
3142,"rice, bread, potato, yogurt, pasta, banana",2025-12-26
3143,"salt, potato",2025-03-31
3144,"eggs, cereal, sugar, chicken, butter",2025-01-18
3145,"eggs, tomato, pasta, beef, butter, orange",2024-04-02
3146,"rice, oil, milk, butter",2025-01-19
3147,"tomato, chicken, pasta",2024-06-06
3148,"potato, milk, cheese, banana, chicken",2024-04-23
3149,"onion, banana",2024-07-27
3150,"banana, potato, apple, eggs",2024-02-04
3151,"banana, apple, sugar",2024-07-17
3152,"potato, bread, onion",2025-05-12
